Verse,Meter,char_count,new_char_count,word_count,Stressed_Verse
or at the joyous feast of the patron saint of the village,dactyl,6,57,12,wswswswwswswwsw
bolder grew and pressed her hand in the dance as he whispered,dactyl,6,61,12,swswswswswswsw
hurried words of love that seemed a part of the music,dactyl,6,53,11,swswswswswwsw
but among all who came young gabriel only was welcome,dactyl,6,53,10,wswswswswswswsw
gabriel lajeunesse the son of basil the blacksmith,dactyl,6,50,8,sswsswswsswsw
who was a mighty man in the village and honored of all men,dactyl,6,58,13,wswswswwsswswsws
for since the birth of time throughout all ages and nations,dactyl,6,59,11,wswswswswsswsw
has the craft of the smith been held in repute by the people,dactyl,6,60,13,wwswswswswswwsw
basil was benedict's friend their children from earliest childhood,dactyl,6,66,9,sswswswswswswsw
grew up together as brother and sister and father felician,dactyl,6,58,10,wswsswsswsswsswsw
priest and pedagogue both in the village had taught them their letters,dactyl,6,70,12,swswswswswswswsw
out of the self same book with the hymns of the church and the plain song,dactyl,6,73,16,wswswswswswswsws
but when the hymn was sung and the daily lesson completed,dactyl,6,57,11,wswswswwswsswsw
swiftly they hurried away to the forge of basil the blacksmith,dactyl,6,62,11,swswswswwswsswsw
there at the door they stood with wondering eyes to behold him,dactyl,6,62,12,wswswswswswswsw
take in his leathern lap the hoof of the horse as a plaything,dactyl,6,61,13,wswswswswswswsw
nailing the shoe in its place while near him the tire of the cart wheel,dactyl,6,71,15,swswswswswwswswsw
lay like a fiery snake coiled round in a circle of cinders,dactyl,6,58,12,wswswswswswswsws
oft on autumnal eves when without in the gathering darkness,dactyl,6,59,10,wswswswswswsswsw
bursting with light seemed the smithy through every cranny and crevice,dactyl,6,70,11,swswswsswsswsswsw
warm by the forge within they watched the laboring bellows,dactyl,6,58,10,wswswswswsswsw
and as its panting ceased and the sparks expired in the ashes,dactyl,6,61,12,wswswswwswswwsw
merrily laughed and said they were nuns going into the chapel,dactyl,6,61,11,sswswswswsswswsw
oft on sledges in winter as swift as the swoop of the eagle,dactyl,6,59,13,swsswswswswswwsw
down the hillside bounding they glided away o'er the meadow,dactyl,6,59,10,wwswswwsswswwsw
oft in the barns they climbed to the populous nests on the rafters,dactyl,6,66,13,wswswswwswswswsw
seeking with eager eyes that wondrous stone which the swallow,dactyl,6,61,10,wswswswswswwsw
brings from the shore of the sea to restore the sight of its fledglings,dactyl,6,71,14,wswswswswswswwsw
lucky was he who found that stone in the nest of the swallow,dactyl,6,60,13,swswswswswswwsw
thus passed a few swift years and they no longer were children,dactyl,6,62,12,wswswswswswsws
he was a valiant youth and his face like the face of the morning,dactyl,6,64,14,wswswswswswswwsw
gladdened the earth with its light and ripened thought into action,dactyl,6,66,11,swswswswsswswsw
she was a woman now with the heart and hopes of a woman,dactyl,6,55,13,wswswswswswswsw
sunshine of saint eulalie' was she called for that was the sunshine,dactyl,6,67,12,swswswswswswswsw
which as the farmers believed would load their orchards with apples,dactyl,6,67,11,wswswswswswswsw
she too would bring to her husband's house delight and abundance,dactyl,6,64,11,wswswwswswswsws
filling it with love and the ruddy faces of children,dactyl,6,52,10,sswwswwswsswsw
now had the season returned when the nights grow colder and longer,dactyl,6,66,12,wswswswswswswsws
and the retreating sun the sign of the scorpion enters,dactyl,6,54,10,wswswswswwswsw
birds of passage sailed through the leaden air from the ice bound,dactyl,6,65,12,swswswwswswsws
desolate northern bays to the shores of tropical islands,dactyl,6,56,9,sswswswwswsswsw
harvests were gathered in and wild with the winds of september,dactyl,6,62,11,wswswswswswswsw
wrestled the trees of the forest as jacob of old with the angel,dactyl,6,63,13,swswswswswswswwsw
all the signs foretold a winter long and inclement,dactyl,6,50,9,wwswswswswsww
bees with prophetic instinct of want had hoarded their honey,dactyl,6,60,10,wswswswswswswsw
till the hives overflowed and the indian hunters asserted,dactyl,6,57,9,wswswswwswswswsw
cold would the winter be for thick was the fur of the foxes,dactyl,6,59,13,wswswswswswswsw
such was the advent of autumn then followed that beautiful season,dactyl,6,65,11,wswswswswswswswsw
called by the pious acadian peasants the summer of all saints,dactyl,6,61,11,wswsswsswsswswsws
filled was the air with a dreamy and magical light and the landscape,dactyl,6,68,13,wswswswswswswswsw
lay as if new created in all the freshness of childhood,dactyl,6,55,11,wswswsswswsswsw
peace seemed to reign upon earth and the restless heart of the ocean,dactyl,6,68,13,wswswswswswswwsw
was for a moment consoled all sounds were in harmony blended,dactyl,6,60,11,wswsswswswswswsw
voices of children at play the crowing of cocks in the farm yards,dactyl,6,65,13,swswswswswswswsw
whir of wings in the drowsy air and the cooing of pigeons,dactyl,6,57,12,wswswswswswswsw
all were subdued and low as the murmurs of love and the great sun,dactyl,6,65,14,wswswswwswswswsw
looked with the eye of love through the golden vapors around him,dactyl,6,64,12,wswswswwswsswsw
while arrayed in its robes of russet and scarlet and yellow,dactyl,6,59,11,swswwswswswswsw
bright with the sheen of the dew each glittering tree of the forest,dactyl,6,67,13,wswswwswswswswsw
flashed like the plane tree the persian adorned with mantles and jewels,dactyl,6,71,12,wswswswswswswsw
now recommenced the reign of rest and affection and stillness,dactyl,6,61,10,wswswswswswswsw
day with its burden and heat had departed and twilight descending,dactyl,6,65,11,wswswswswswswswsw
brought back the evening star to the sky and the herds to the homestead,dactyl,6,71,14,wswswswswswswwsw
pawing the ground they came and resting their necks on each other,dactyl,6,65,12,wswswswswswswsw
and with their nostrils distended inhaling the freshness of evening,dactyl,6,67,10,wswswswswsswsswsw
foremost bearing the bell evangeline's beautiful heifer,dactyl,6,55,7,swsswswswswswsw
proud of her snow white hide and the ribbon that waved from her collar,dactyl,6,70,14,wswswswwswswswsw
quietly paced and slow as if conscious of human affection,dactyl,6,57,10,swswswswswswswsw
then came the shepherd back with his bleating flocks from the seaside,dactyl,6,69,12,wswswswwswswwsw
where was their favorite pasture behind them followed the watch dog,dactyl,6,67,11,wswswswswswswsws
patient full of importance and grand in the pride of his instinct,dactyl,6,65,12,sswswswswswswwsw
walking from side to side with a lordly air and superbly,dactyl,6,56,11,swswswswswswsws
waving his bushy tail and urging forward the stragglers,dactyl,6,55,9,sswswswswswsws
regent of flocks was he when the shepherd slept their protector,dactyl,6,63,11,swswswswsswswsw
when from the forest at night through the starry silence the wolves howled,dactyl,6,74,13,wswswswswswswsws
late with the rising moon returned the wains from the marshes,dactyl,6,61,11,wswswswswswwsw
laden with briny hay that filled the air with its odor,dactyl,6,54,11,sswswswswswwsw
cheerily neighed the steeds with dew on their manes and their fetlocks,dactyl,6,70,12,swswswswswswswsw
while aloft on their shoulders the wooden and ponderous saddles,dactyl,6,63,10,swswswswsswswsw
painted with brilliant dyes and adorned with tassels of crimson,dactyl,6,63,10,swswswswswsswsw
nodded in bright array like hollyhocks heavy with blossoms,dactyl,6,58,9,sswswswswswswsw
patiently stood the cows meanwhile and yielded their udders,dactyl,6,59,9,swswswswswswsw
unto the milkmaid's hand whilst loud and in regular cadence,dactyl,6,59,10,wswswswswwsswsw
into the sounding pails the foaming streamlets descended,dactyl,6,56,8,wswswswswswsws
lowing of cattle and peals of laughter were heard in the farm yard,dactyl,6,66,13,sswsswswswswswsw
echoed back by the barns anon they sank into stillness,dactyl,6,54,10,swswwswswswsws
heavily closed with a jarring sound the valves of the barn doors,dactyl,6,64,12,swswswswswswsws
rattled the wooden bars and all for a season was silent,dactyl,6,55,11,sswswswswswswsw
in doors warm by the wide mouthed fireplace idly the farmer,dactyl,6,59,11,wswswswswswswsw
sat in his elbow chair and watched how the flames and the smoke wreaths,dactyl,6,71,14,wswswswswswswsw
struggled together like foes in a burning city behind him,dactyl,6,57,10,sswswswswswsswsw
nodding and mocking along the wall with gestures fantastic,dactyl,6,58,9,sswsswswswswsws
darted his own huge shadow and vanished away into darkness,dactyl,6,58,10,wswswsswsswswsws
faces clumsily carved in oak on the back of his arm chair,dactyl,6,57,12,swswswswswswsws
laughed in the flickering light and the pewter plates on the dresser,dactyl,6,68,12,wswswswswswswwsw
caught and reflected the flame as shields of armies the sunshine,dactyl,6,64,11,wswswswswswswsw
fragments of song the old man sang and carols of christmas,dactyl,6,58,11,wswswswswsswsw
such as at home in the olden time his fathers before him,dactyl,6,56,12,wswswwswswsswsw
sang in their norman orchards and bright burgundian vineyards,dactyl,6,61,9,wswswswswswswsw
close at her father's side was the gentle evangeline seated,dactyl,6,59,10,wswswswswswswsws
spinning flax for the loom that stood in the corner behind her,dactyl,6,62,12,swswswswswswsws
silent awhile were its treadles at rest was its diligent shuttle,dactyl,6,64,11,sswswwswswswsswsw
while the monotonous drone of the wheel like the drone of a bagpipe,dactyl,6,67,13,wswswswswswswswsw
followed the old man's song and united the fragments together,dactyl,6,61,10,swswswswswswswsw
as in a church when the chant of the choir at intervals ceases,dactyl,6,62,13,wswswswswswswswsw
footfalls are heard in the aisles or words of the priest at the altar,dactyl,6,69,14,swswswswswswswsw
so in each pause of the song with measured motion the clock clicked,dactyl,6,67,13,wswswwswswswsws
thus as they sat there were footsteps heard and suddenly lifted,dactyl,6,63,11,wswswwswswsswsw
sounded the wooden latch and the door swung back on its hinges,dactyl,6,62,12,wswswswswswswsw
benedict knew by the hob nailed shoes it was basil the blacksmith,dactyl,6,65,12,swswswswswwsswsw
and by her beating heart evangeline knew who was with him,dactyl,6,57,11,wswswswswswswsw
welcome' the farmer exclaimed as their footsteps paused on the threshold,dactyl,6,72,11,swswswswwswswwsw
welcome basil my friend come take thy place on the settle,dactyl,6,57,11,swswswswswswsw
close by the chimney side which is always empty without thee,dactyl,6,60,11,wswswswwswswsws
take from the shelf overhead thy pipe and the box of tobacco,dactyl,6,60,12,swswswswswswswsw
never so much thyself art thou as when through the curling,dactyl,6,58,11,sswswswswswwsw
smoke of the pipe or the forge thy friendly and jovial face gleams,dactyl,6,66,13,wswswswswswswsws
round and red as the harvest moon through the mist of the marshes',dactyl,6,66,13,wwswwswswwswwsw
then with a smile of content thus answered basil the blacksmith,dactyl,6,63,11,wwswswswswsswsw
taking with easy air the accustomed seat by the fireside,dactyl,6,56,10,swswswswswswwsws
benedict bellefontaine thou hast ever thy jest and thy ballad,dactyl,6,61,10,swswwswswswswswsw
ever in cheerfullest mood art thou when others are filled with,dactyl,6,62,11,sswswswswswswsws
gloomy forebodings of ill and see only ruin before them,dactyl,6,55,10,swswswswswswswsw
happy art thou as if every day thou hadst picked up a horseshoe',dactyl,6,64,13,swswswswswswswwsw
pausing a moment to take the pipe that evangeline brought him,dactyl,6,61,11,wswswswswswswsws
and with a coal from the embers had lighted he slowly continued,dactyl,6,63,12,wswswswswsswsswsw
four days now are passed since the english ships at their anchors,dactyl,6,65,12,wswswswswswwsw
ride in the gaspereau's mouth with their cannon pointed against us,dactyl,6,66,11,wswswswswswswsws
what their design may be is unknown but all are commanded,dactyl,6,57,11,wswswwswswwswsw
on the morrow to meet in the church where his majesty's mandate,dactyl,6,63,12,wwsswswwswwsswsw
will be proclaimed as law in the land alas in the mean time,dactyl,6,59,13,wswswswwswswsws
many surmises of evil alarm the hearts of the people',dactyl,6,53,10,sswswswswswswwsw
then made answer the farmer 'perhaps some friendlier purpose,dactyl,6,60,9,swswswswswswsw
brings these ships to our shores perhaps the harvests in england,dactyl,6,64,11,wswswswswswsws
by untimely rains or untimelier heat have been blighted,dactyl,6,55,9,wswswswswswswsw
and from our bursting barns they would feed their cattle and children',dactyl,6,70,12,wswswswwswsswsw
not so thinketh the folk in the village' said warmly the blacksmith,dactyl,6,67,12,wwswswswswswswsw
shaking his head as in doubt then heaving a sigh he continued,dactyl,6,61,12,swswswswswswswsw
louisburg is not forgotten nor beau sjour nor port royal,dactyl,6,56,10,swswswswswswswsw
many already have fled to the forest and lurk on its outskirts,dactyl,6,62,12,sswswswswswswswsw
waiting with anxious hearts the dubious fate of to morrow,dactyl,6,57,10,sswswswswswswsw
arms have been taken from us and warlike weapons of all kinds,dactyl,6,61,12,wswswswwswswsws
nothing is left but the blacksmith's sledge and the scythe of the mower',dactyl,6,72,13,swswswswswswswsw
then with a pleasant smile made answer the jovial farmer,dactyl,6,56,10,wswswswswswswsw
safer are we unarmed in the midst of our flocks and our cornfields,dactyl,6,66,13,sswswswswswswsws
safer within these peaceful dikes besieged by the ocean,dactyl,6,55,9,sswswswswswwsw
than our fathers in forts besieged by the enemy's cannon,dactyl,6,56,10,wwsswswswwsswsw
fear no evil my friend and to night may no shadow of sorrow,dactyl,6,59,13,wswswswswswsswsw
fall on this house and earth for this is the night of the contract,dactyl,6,66,14,wswswswswswswsw
built are the house and the barn the merry lads of the village,dactyl,6,62,13,wswswwswswswwsw
strongly have built them and well and breaking the glebe round about them,dactyl,6,73,13,swswswswswswswsw
filled the barn with hay and the house with food for a twelvemonth,dactyl,6,66,13,wswswswswswwsws
ren leblanc will be here anon with his papers and ink horn,dactyl,6,58,12,wswswswswwswsws
shall we not then be glad and rejoice in the joy of our children',dactyl,6,65,14,wswwswswswswswsw
as apart by the window she stood with her hand in her lover's,dactyl,6,61,13,swswwswswswswwsw
blushing evangeline heard the words that her father had spoken,dactyl,6,62,10,sswswswswswsswsw
and as they died on his lips the worthy notary entered,dactyl,6,54,11,wswswwswswsswsw
bent like a laboring oar that toils in the surf of the ocean,dactyl,6,60,13,wswswswswswswwsw
bent but not broken by age was the form of the notary public,dactyl,6,60,13,wswswswswswwsswsw
shocks of yellow hair like the silken floss of the maize hung,dactyl,6,61,12,swsswswswswsws
over his shoulders his forehead was high and glasses with horn bows,dactyl,6,67,12,sswswswswswswsws
sat astride on his nose with a look of wisdom supernal,dactyl,6,54,11,swswswswswswsws
father of twenty children was he and more than a hundred,dactyl,6,56,11,sswswswswswswsw
children's children rode on his knee and heard his great watch tick,dactyl,6,67,12,swswswswswswsw
four long years in the times of the war had he languished a captive,dactyl,6,67,14,wswswswswswswsws
suffering much in an old french fort as the friend of the english,dactyl,6,65,13,swswswswswswswsw
now though warier grown without all guile or suspicion,dactyl,6,54,9,swswswswswswsw
ripe in wisdom was he but patient and simple and childlike,dactyl,6,58,11,wswswswswswswsw
he was beloved by all and most of all by the children,dactyl,6,53,12,wswswwswwswwsw
for he told them tales of the loup garou in the forest,dactyl,6,54,12,wwswswswsswwsw
and of the goblin that came in the night to water the horses,dactyl,6,60,13,wswswswswswswsws
and of the white ltiche the ghost of a child who unchristened,dactyl,6,61,12,wswswswswswswsw
died and was doomed to haunt unseen the chambers of children,dactyl,6,60,11,wswswswswswsws
and how on christmas eve the oxen talked in the stable,dactyl,6,54,11,wswswswswswwsw
and how the fever was cured by a spider shut up in a nutshell,dactyl,6,61,14,wswswswswswswswsw
and of the marvellous powers of four leaved clover and horseshoes,dactyl,6,65,11,wswsswsswswsswsw
with whatsoever else was writ in the lore of the village,dactyl,6,56,11,wswswswswswswsw
then up rose from his seat by the fireside basil the blacksmith,dactyl,6,63,12,wwswwswwswsswsw
knocked from his pipe the ashes and slowly extending his right hand,dactyl,6,67,12,wswswsswsswswsws
father leblanc' he exclaimed 'thou hast heard the talk in the village,dactyl,6,69,12,swswswswswswswsw
and perchance canst tell us some news of these ships and their errand',dactyl,6,70,13,swswswswswswwsw
then with modest demeanor made answer the notary public,dactyl,6,55,9,wwsswswswswsswsw
gossip enough have i heard in sooth yet am never the wiser,dactyl,6,58,12,sswswswswswsswsw
and what their errand may be i know not better than others,dactyl,6,58,12,wswsswswswsswsw
yet am i not of those who imagine some evil intention,dactyl,6,53,11,wswswwswswswswsw
brings them here for we are at peace and why then molest us',dactyl,6,60,13,wswwswwswwswsw
god's name' shouted the hasty and somewhat irascible blacksmith,dactyl,6,63,9,swsswswswswsswsw
must we in all things look for the how and the why and the where fore,dactyl,6,69,16,wswswswswswswsws
daily injustice is done and might is the right of the strongest',dactyl,6,64,12,sswswswswswswwsw
but without heeding his warmth continued the notary public,dactyl,6,58,9,swswswswsswsswsw
man is unjust but god is just and finally justice,dactyl,6,49,10,wswswswswsswsw
triumphs and well i remember a story that often consoled me,dactyl,6,59,11,swswswswswswswsws
when as a captive i lay in the old french fort at port royal',dactyl,6,61,14,wswswswswswswsws
this was the old man's favorite tale and he loved to repeat it,dactyl,6,62,13,wswswsswswswswsw
when his neighbors complained that any injustice was done them,dactyl,6,62,10,wwsswswsswsswsw
once in an ancient city whose name i no longer remember,dactyl,6,55,11,wswswswswswswsws
raised aloft on a column a brazen statue of justice,dactyl,6,51,10,swswwsswswsswsw
stood in the public square upholding the scales in its left hand,dactyl,6,64,12,wswswswswswswsw
and in its right a sword as an emblem that justice presided,dactyl,6,59,12,wswswswswswsswsw
over the laws of the land and the hearts and homes of the people,dactyl,6,64,14,swswswswswswswsw
even the birds had built their nests in the scales of the balance,dactyl,6,65,13,swswswswswswwsw
having no fear of the sword that flashed in the sunshine above them,dactyl,6,67,13,swswswswswswswsw
but in the course of time the laws of the land were corrupted,dactyl,6,61,13,wswswswswswswsw
might took the place of right and the weak were oppressed and the mighty,dactyl,6,72,14,wswswswswswswwsw
ruled with an iron rod then it chanced in a nobleman's palace,dactyl,6,61,12,wswswswswswsswsw
that a necklace of pearls was lost and erelong a suspicion,dactyl,6,58,11,wwswswswswswswsw
fell on an orphan girl who lived as a maid in the household,dactyl,6,59,13,wswswswswswswsw
she after form of trial condemned to die on the scaffold,dactyl,6,56,11,wswswsswswswwsw
patiently met her doom at the foot of the statue of justice,dactyl,6,59,12,swswswswswwsswsw
as to her father in heaven her innocent spirit ascended,dactyl,6,55,10,wswsswsswsswsswsw
lo o'er the city a tempest rose and the bolts of the thunder,dactyl,6,60,13,wswsswswswswswsw
smote the statue of bronze and hurled in wrath from its left hand,dactyl,6,65,13,swswswswswswsw
down on the pavement below the clattering scales of the balance,dactyl,6,63,11,wswswsswswswswsw
and in the hollow thereof was found the nest of a magpie,dactyl,6,56,12,wswswsswswswwsw
into whose clay built walls the necklace of pearls was inwoven',dactyl,6,63,11,wswswswswswswsw
silenced but not convinced when the story was ended the blacksmith,dactyl,6,66,11,sswswswwswswswsw
stood like a man who fain would speak but findeth no language,dactyl,6,61,12,wswswswswswsws
all his thoughts were congealed into lines on his face as the vapors,dactyl,6,68,13,wswswswswswswwsw
freeze in fantastic shapes on the window panes in the winter,dactyl,6,60,11,wswswswwswswwsw
then evangeline lighted the brazen lamp on the table,dactyl,6,52,9,swswswswswswwsw
filled till it overflowed the pewter tankard with home brewed,dactyl,6,61,10,wswswswswswsws
nut brown ale that was famed for its strength in the village of grand pr,dactyl,6,72,15,wswswswswswswswss
while from his pocket the notary drew his papers and ink horn,dactyl,6,61,12,wswsswsswswswsws
wrote with a steady hand the date and the age of the parties,dactyl,6,60,13,wswswswswswswsw
naming the dower of the bride in flocks of sheep and in cattle,dactyl,6,62,13,swswswswswswwsw
orderly all things proceeded and duly and well were completed,dactyl,6,61,10,swswswswsswswswsw
and the great seal of the law was set like a sun on the margin,dactyl,6,62,15,wswswswswswswwsw
then from his leathern pouch the farmer threw on the table,dactyl,6,58,11,wswswswswswwsw
three times the old man's fee in solid pieces of silver,dactyl,6,55,11,wswswswswswsws
and the notary rising and blessing the bride and the bridegroom,dactyl,6,63,11,wwsswsswsswswwsw
lifted aloft the tankard of ale and drank to their welfare,dactyl,6,58,11,wswswswswswswsw
wiping the foam from his lip he solemnly bowed and departed,dactyl,6,59,11,swswswswswswswsw
while in silence the others sat and mused by the fireside,dactyl,6,57,11,wwsswswswswwsw
till evangeline brought the draught board out of its corner,dactyl,6,59,10,swswswswswswsw
soon was the game begun in friendly contention the old men,dactyl,6,58,11,wswswswswswswsw
laughed at each lucky hit or unsuccessful manuvre,dactyl,6,49,8,wswswswswswsws
laughed when a man was crowned or a breach was made in the king row,dactyl,6,67,15,wswswswswswswsw
meanwhile apart in the twilight gloom of a window's embrasure,dactyl,6,61,10,wswswwswswswswsw
sat the lovers and whispered together beholding the moon rise,dactyl,6,61,10,swsswsswsswswsws
over the pallid sea and the silvery mists of the meadows,dactyl,6,56,11,sswswswwswswswsw
silently one by one in the infinite meadows of heaven,dactyl,6,53,10,swswswswswswswsw
blossomed the lovely stars the forget me nots of the angels,dactyl,6,59,11,swswswswswswwsw
thus was the evening passed anon the bell from the belfry,dactyl,6,57,11,wswswswswswwsw
rang out the hour of nine the village curfew and straightway,dactyl,6,60,11,wswsswswswswsws
rose the guests and departed and silence reigned in the household,dactyl,6,65,11,wswswswswswswsw
many a farewell word and sweet good night on the door step,dactyl,6,58,12,swswswswswswsw
lingered long in evangeline's heart and filled it with gladness,dactyl,6,63,10,wswswswswswswsw
carefully then were covered the embers that glowed on the hearth stone,dactyl,6,70,12,wswswsswswswswsw
and on the oaken stairs resounded the tread of the farmer,dactyl,6,57,11,wswswswswswswsw
soon with a soundless step the foot of evangeline followed,dactyl,6,58,10,wswswswswswswsw
up the staircase moved a luminous space in the darkness,dactyl,6,55,10,wwswswswswwsw
lighted less by the lamp than the shining face of the maiden,dactyl,6,60,12,swswswswswswwsw
silent she passed the hall and entered the door of her chamber,dactyl,6,62,12,sswswswswswswsw
simple that chamber was with its curtains of white and its clothes press,dactyl,6,72,13,wswswswwswswswsw
ample and high on whose spacious shelves were carefully folded,dactyl,6,62,10,swswswswswswsws
linen and woollen stuffs by the hand of evangeline woven,dactyl,6,56,10,sswswswswswswsws
this was the precious dower she would bring to her husband in marriage,dactyl,6,70,13,wswswswswswswsws
better than flocks and herds being proofs of her skill as a housewife,dactyl,6,69,13,swswswswswswswsw
soon she extinguished her lamp for the mellow and radiant moonlight,dactyl,6,67,11,wswswswswsswsswsw
streamed through the windows and lighted the room till the heart of the maiden,dactyl,6,78,14,wswswswswswswswsw
swelled and obeyed its power like the tremulous tides of the ocean,dactyl,6,66,12,wswswswswswswswsw
ah she was fair exceeding fair to behold as she stood with,dactyl,6,58,12,wswswswswswswsw
naked snow white feet on the gleaming floor of her chamber,dactyl,6,58,11,swswswwswswwsw
little she dreamed that below among the trees of the orchard,dactyl,6,60,11,swswswswswswwsw
waited her lover and watched for the gleam of her lamp and her shadow,dactyl,6,69,14,sswswswswswswswsw
yet were her thoughts of him and at times a feeling of sadness,dactyl,6,62,13,wswswswswswswsw
passed o'er her soul as the sailing shade of clouds in the moonlight,dactyl,6,68,13,wswswwswswswwsw
flitted across the floor and darkened the room for a moment,dactyl,6,59,11,sswswswswswswsw
and as she gazed from the window she saw serenely the moon pass,dactyl,6,63,13,wswswswswswswswsw
forth from the folds of a cloud and one star follow her footsteps,dactyl,6,65,13,wswswwswswsswsw
as out of abraham's tent young ishmael wandered with hagar,dactyl,6,58,10,wswswswswswswsw
pleasantly rose next morn the sun on the village of grand pr,dactyl,6,60,12,swswswswswswswss
pleasantly gleamed in the soft sweet air the basin of minas,dactyl,6,59,11,swswswswswsswsw
where the ships with their wavering shadows were riding at anchor,dactyl,6,65,11,wwswwsswsswsswsw
life had long been astir in the village and clamorous labor,dactyl,6,59,11,wswswswwsswsswsw
knocked with its hundred hands at the golden gates of the morning,dactyl,6,65,12,wswswswwswswwsw
now from the country around from the farms and neighboring hamlets,dactyl,6,66,11,wswswswswswsswsw
came in their holiday dresses the blithe acadian peasants,dactyl,6,57,9,wswswswswswsswsw
many a glad good morrow and jocund laugh from the young folk,dactyl,6,60,12,sswswsswswswsws
made the bright air brighter as up from the numerous meadows,dactyl,6,60,11,swswswswswswsw
where no path could be seen but the track of wheels in the greensward,dactyl,6,69,14,wswswswswswswsw
group after group appeared and joined or passed on the highway,dactyl,6,62,11,wswswswswswwsw
long ere noon in the village all sounds of labor were silenced,dactyl,6,62,12,wswswsswswsswsw
thronged were the streets with people and noisy groups at the housedoors,dactyl,6,72,12,wswswswswswswsw
sat in the cheerful sun and rejoiced and gossiped together,dactyl,6,58,10,wswswswsswsswsw
every house was an inn where all were welcomed and feasted,dactyl,6,58,11,swswswswswswsws
for with this simple people who lived like brothers together,dactyl,6,60,10,wswswswswswswsw
all things were held in common and what one had was another's,dactyl,6,61,12,wswswswswswswsw
yet under benedict's roof hospitality seemed more abundant,dactyl,6,58,8,wswswswswswswswsw
for evangeline stood among the guests of her father,dactyl,6,51,9,swswswswswswsw
bright was her face with smiles and words of welcome and gladness,dactyl,6,65,12,wswswswswswsws
fell from her beautiful lips and blessed the cup as she gave it,dactyl,6,63,13,wswswswswswswsw
under the open sky in the odorous air of the orchard,dactyl,6,52,11,wswswswwswswswsw
stript of its golden fruit was spread the feast of betrothal,dactyl,6,60,11,wswswswswswsws
there in the shade of the porch were the priest and the notary seated,dactyl,6,69,14,wswswswswswwsswsw
there good benedict sat and sturdy basil the blacksmith,dactyl,6,55,9,swswswsswsswsw
not far withdrawn from these by the cider press and the beehives,dactyl,6,64,12,wswswswwswswwsw
michael the fiddler was placed with the gayest of hearts and of waistcoats,dactyl,6,74,13,sswswswswwswswswsw
shadow and light from the leaves alternately played on his snow white,dactyl,6,69,12,sswswswswswswsws
hair as it waved in the wind and the jolly face of the fiddler,dactyl,6,62,14,wswswswswswswwsws
glowed like a living coal when the ashes are blown from the embers,dactyl,6,66,13,wswsswswswswswsw
gayly the old man sang to the vibrant sound of his fiddle,dactyl,6,57,12,swswswswswswwsw
tous les bourgeois de chartres and le carillon de dunquerque,dactyl,6,60,10,wswswswswswswsw
and anon with his wooden shoes beat time to the music,dactyl,6,53,11,swswwswswswwsw
merrily merrily whirled the wheels of the dizzying dances,dactyl,6,57,9,swsswswswswsswsw
under the orchard trees and down the path to the meadows,dactyl,6,56,11,wswswswswswwsw
old folk and young together and children mingled among them,dactyl,6,59,10,wswswsswswswsws
fairest of all the maids was evangeline benedict's daughter,dactyl,6,59,9,swswswswswswswsw
noblest of all the youths was gabriel son of the blacksmith,dactyl,6,59,11,sswswswswswswsw
so passed the morning away and lo with a summons sonorous,dactyl,6,57,11,wswswswswswswsws
sounded the bell from its tower and over the meadows a drum beat,dactyl,6,64,13,swswswsswsswswsws
thronged erelong was the church with men without in the churchyard,dactyl,6,66,11,swswswswswswwsw
waited the women they stood by the graves and hung on the headstones,dactyl,6,68,13,sswswswswswswwsw
garlands of autumn leaves and evergreens fresh from the forest,dactyl,6,62,10,sswswswswswswsw
then came the guard from the ships and marching proudly among them,dactyl,6,66,12,wswswwswswswsws
entered the sacred portal with loud and dissonant clangor,dactyl,6,57,9,wswswswswswswsw
echoed the sound of their brazen drums from ceiling and casement,dactyl,6,64,11,swswswswswswsws
echoed a moment only and slowly the ponderous portal,dactyl,6,52,9,sswswswswswswsw
closed and in silence the crowd awaited the will of the soldiers,dactyl,6,64,12,wswsswswswswswsw
then uprose their commander and spake from the steps of the altar,dactyl,6,65,12,wswswswswswswwsw
holding aloft in his hands with its seals the royal commission,dactyl,6,62,11,wswswswswswsswsw
you are convened this day' he said 'by his majesty's orders,dactyl,6,59,11,wswswswswwsswsw
clement and kind has he been but how you have answered his kindness,dactyl,6,67,13,swswswswswswswsw
let your own hearts reply to my natural make and my temper,dactyl,6,58,12,wswswswwswswswsw
painful the task is i do which to you i know must be grievous,dactyl,6,61,14,swswswswswswswsw
yet must i bow and obey and deliver the will of our monarch,dactyl,6,59,13,wswswswswswswswsw
namely that all your lands and dwellings and cattle of all kinds,dactyl,6,64,12,wswswswsswswsws
forfeited be to the crown and that you yourselves from this province,dactyl,6,68,12,wswswswswswswwsw
be transported to other lands god grant you may dwell there,dactyl,6,59,11,wswswswswswsws
ever as faithful subjects a happy and peaceable people,dactyl,6,54,9,sswswswswswswsws
prisoners now i declare you for such is his majesty's pleasure',dactyl,6,63,11,swswswswswswsswsw
as when the air is serene in sultry solstice of summer,dactyl,6,54,11,wwswswswswswsws
suddenly gathers a storm and the deadly sling of the hailstones,dactyl,6,63,11,sswswswswswswwsw
beats down the farmer's corn in the field and shatters his windows,dactyl,6,66,12,wswswswwswsswsw
hiding the sun and strewing the ground with thatch from the houseroofs,dactyl,6,70,12,sswswswswswswsw
bellowing fly the herds and seek to break their enclosures,dactyl,6,58,10,swswswswswswsw
